title,rating,number_of_reviews,bought_in_last_month,total_price,listed_price,is_sponsored,is_couponed,buy_box_availability
nikon z f with special edition prime lens | full-frame mirrorless stills/video camera with fast 40mm f/2 lens | nikon usa model,4.8,120,200,69.95,2239.95,0,no,1
"gigabyte radeon rx 9060 xt gaming oc 16g graphics card - 16gb gddr6, 128bit, pci-e 5.0, 3320 mhz core clock, 2 x displayport, 1 x hdmi, gv-r9060xtgaming oc-16gd",4.5,122,50,69.95,69.95,0,no,0
fujifilm x-t5 mirrorless digital camera xf16-50mmf2.8-4.8 r lm wr lens kit - silver,4.5,2,200,69.95,69.95,0,no,1
"asus proart display 32” 4k hdr qd-oled professional monitor (pa32ucdm) - uhd, ultra-slim, 240hz, 0.1ms, auto calibration, dolby vision, 99% dci-p3, δe<1, thunderbolt 4, calman ready, 3 yr warranty",2.0,2,50,69.95,69.95,0,no,1
blackmagic design davinci resolve speed editor bundle with davinci resolve 18 studio (activation card),4.6,608,50,475.0,475.0,0,no,1
nikon z teleconverter tc-1.4x for 1.4x magnification of compatible nikon z mirrorless lenses and nikon z cameras,4.6,104,50,69.95,69.95,0,no,0
asurion 4 year home improvement protection plan ($600 - $699.99),4.4,613,200,69.95,69.95,0,no,0
"bagsmart 13-14 inch laptop case with handle, puffy padded laptop bag sleeve for women, portable macbook air/pro case compatible with dell, hp, lenovo, asus, acer, huawei computer, beige",4.6,1075,300,24.99,24.99,0,no,1
"sony wi-xb400 headphones wireless neck-band calls/music usb, w128298864 (neck-band calls/music usb type-c bluetooth black)",4.0,4436,100,44.99,48.62,0,no,1
"energizer alkaline power aaa batteries, 32 count, long-lasting triple a batteries, suitable for everyday electronics and emergency gear",4.8,43233,90000,15.15,17.99,1,no,1
"mounting dream long arm tv wall mount for most 42-90 inch tv, 40 inch extension tv mount swivel and tilt, full motion mount fits max vesa 800x400mm, 150 lbs. loading, 16”,18”, 24” studs",4.8,1914,500,129.99,149.99,1,no,0
"trx training 6 month on-demand membership - unlimited access to expert-led workouts, personalized programs, strength, cardio & recovery - train anytime",4.7,8,200,49.95,49.95,1,no,1
walker's shooting ear & hearing protection sport electronic bluetooth rechargeable atacs wireless earbuds,3.6,76,50,124.99,124.99,1,no,1
seagate ironwolf 12tb nas internal hard drive hdd – cmr 3.5 inch sata 6gb/s 7200 rpm 256mb cache for raid network attached storage (st12000vnz008/st12000vn0008),4.4,12147,1000,209.99,249.99,1,no,1
"energizer alkaline power aaa batteries, 32 count, long-lasting triple a batteries, suitable for everyday electronics and emergency gear",4.8,43233,90000,15.15,17.99,1,no,1
"ugreen 10gbps usb to usb c adapter 2pack, usb c female to usb 3.0 male adapter type charger connector for iphone 16 15 14 13,airpods,ipad air mini 6 7,carplay,black",4.5,1671,500,6.49,8.99,0,no,1
sony wf-1000xm5 truly wireless noise canceling earbuds (black),4.1,498,50,213.0,213.0,0,no,1
"epson labelworks standard lk (replaces lc) tape cartridge ~1/2"" black on white (lk-4wbn) - for use with labelworks lw-300, lw-400, lw-600p and lw-700 label printers",4.6,801,300,13.96,14.99,0,no,1
"vivo magnetic 13 to 34 inch monitor mount for steel surfaces, holds up to 17.6 lbs on surfaces over 1.5mm thick, black, mount-mag01",4.9,26,100,39.99,39.99,0,no,1
"logitech g astro a30 lightspeed wireless gaming headset - bluetooth, dolby atmos/3d audio compatible, detachable boom, 27hr battery, for xbox, nintendo switch, pc, android",3.8,1186,100,69.95,69.95,0,no,0
asurion 3 year luggage protection plan ($200 - $249.99),4.6,83,200,69.95,69.95,0,no,0
"ugreen 20gbps m.2 nvme sata ssd enclosure, 8tb usb c external nvme m.2 enclosure compatible with usb 3.2 gen2*2 support uasp trim for m/b+m key ssd in size of 2230/2242/2260/2280",4.1,134,200,24.98,34.99,0,no,1
"bose headphones 700, noise cancelling bluetooth over-ear wireless headphones with built-in microphone for clear calls and alexa voice control, black",4.5,36499,50,69.95,69.95,0,no,0
"brady authentic (m5c-1500-595-wt-bk) all-weather vinyl labels 1.5 in w x 25ft black on white. for use with bmp51, m510, and m511 label printers.",4.4,17,100,80.05,80.05,0,no,1
dell 7050 mini tower desktop intel i7-7700 up to 4.20ghz 32gb ddr4 new 1tb nvme ssd + 2tb hdd usb wi-fi bt wireless keyboard and mouse win 11 pro (renewed),3.9,260,50,269.99,269.99,0,no,0
"fujifilm instax mini 99 instant camera vintage black. + value pack (40 sheets) shutter accessories bundle, includes style compatible carrying case, black photo album 64 pockets",4.3,25,100,269.95,269.95,0,no,1
"simple houseware mesh laptop stand with 11-levels adjustable ventilated computer holder, black",4.7,5205,300,16.87,16.87,0,no,1
"vevor faraday bags, 4 pack faraday pouch set for laptop (16.9x15), tablet (13x10.2), phone (7.87x4.7) & radio (10.6x7.8), fireproof signal blocking holder, anti-theft & anti-hacking pouch blocker",3.8,13,200,24.59,25.99,1,no,1
"pyle dash cam, rearview mirror monitor, night vision, 7.4” lcd screen, backup camera, slim bar design, waterproof ip-69, g-sensor, audio recording, 32gb memory slot, universal mount, includes cables",3.8,30,200,139.99,139.99,1,no,1
"energizer max aa batteries (16 pack), double a alkaline batteries",4.8,180,1000,13.99,16.61,1,no,1
"arkon mounts - camera wall mount robust aluminum construction easy installation precision adjustments to capture any angle great security camera mount for cctv cameras, camcorders, and more",4.6,1138,100,31.05,49.95,0,no,1
humminbird lakemaster premium minnesota v1 map sd card for fish finders,4.6,66,100,157.11,199.99,0,no,1
nikon z f with special edition prime lens | full-frame mirrorless stills/video camera with fast 40mm f/2 lens | nikon usa model,4.8,120,200,69.95,2239.95,0,no,1
"gigabyte radeon rx 9060 xt gaming oc 16g graphics card - 16gb gddr6, 128bit, pci-e 5.0, 3320 mhz core clock, 2 x displayport, 1 x hdmi, gv-r9060xtgaming oc-16gd",4.5,122,50,69.95,69.95,0,no,0
fujifilm x-t5 mirrorless digital camera xf16-50mmf2.8-4.8 r lm wr lens kit - silver,4.5,2,200,69.95,69.95,0,no,1
"asus proart display 32” 4k hdr qd-oled professional monitor (pa32ucdm) - uhd, ultra-slim, 240hz, 0.1ms, auto calibration, dolby vision, 99% dci-p3, δe<1, thunderbolt 4, calman ready, 3 yr warranty",2.0,2,50,69.95,69.95,0,no,1
blackmagic design davinci resolve speed editor bundle with davinci resolve 18 studio (activation card),4.6,608,50,475.0,475.0,0,no,1
nikon z teleconverter tc-1.4x for 1.4x magnification of compatible nikon z mirrorless lenses and nikon z cameras,4.6,104,50,69.95,69.95,0,no,0
asurion 4 year home improvement protection plan ($600 - $699.99),4.4,613,200,69.95,69.95,0,no,0
"bagsmart 13-14 inch laptop case with handle, puffy padded laptop bag sleeve for women, portable macbook air/pro case compatible with dell, hp, lenovo, asus, acer, huawei computer, beige",4.6,1075,300,24.99,24.99,0,no,1
"sony wi-xb400 headphones wireless neck-band calls/music usb, w128298864 (neck-band calls/music usb type-c bluetooth black)",4.0,4436,100,44.99,48.62,0,no,1
"sandisk 32gb ultra sdhc uhs-i class 10 camera card 120mb/s u1, full hd, sd. c10 sdsdun4-032g (10 pack) bundle with (1) goram usb 3.0 reader (32gb)",4.9,39,100,69.95,69.95,0,no,0
"fila smart watch for men women (answer/make calls), 1.95"" fitness watch with heart rate/sleep monitor, step counter, fitness tracker with 100+ sports for android ios",4.6,62,200,49.99,79.99,1,no,1
cummins cmnikt4 installation cable kit for 4000 watt and 5000 watt inverters 6ft extension cables with ring terminals,5.0,1,200,165.42,165.42,1,no,1
"owc 2.0tb aura pro x2 gen4 nvme ssd upgrade for 27"" and 21.5"" imac models (late 2013-2019),high performance nvme flash solution, tools, display tape, installation components",4.4,22,200,229.99,229.99,1,no,1
"duracell coppertop 9v battery, 6 count (pack of 1), 9 volt battery with long-lasting power, all-purpose alkaline 9v battery for household and office devices",4.8,5242,20000,25.47,25.47,1,no,1
"energizer max aa batteries (16 pack), double a alkaline batteries",4.8,180,1000,13.99,16.61,1,no,1
lume cube rgb tube light mini for photo & video | rgbww full color tube light | bluetooth app controlled | millions of colors | aluminum durable design | 97+ cri,4.9,29,200,169.99,169.99,1,no,1
sony wf-1000xm5 truly wireless noise canceling earbuds (black),4.1,498,50,213.0,213.0,0,no,1
"epson labelworks standard lk (replaces lc) tape cartridge ~1/2"" black on white (lk-4wbn) - for use with labelworks lw-300, lw-400, lw-600p and lw-700 label printers",4.6,801,300,13.96,14.99,0,no,1
"vivo magnetic 13 to 34 inch monitor mount for steel surfaces, holds up to 17.6 lbs on surfaces over 1.5mm thick, black, mount-mag01",4.9,26,100,39.99,39.99,0,no,1
"logitech g astro a30 lightspeed wireless gaming headset - bluetooth, dolby atmos/3d audio compatible, detachable boom, 27hr battery, for xbox, nintendo switch, pc, android",3.8,1186,100,69.95,69.95,0,no,0
asurion 3 year luggage protection plan ($200 - $249.99),4.6,83,200,69.95,69.95,0,no,0
"ugreen 20gbps m.2 nvme sata ssd enclosure, 8tb usb c external nvme m.2 enclosure compatible with usb 3.2 gen2*2 support uasp trim for m/b+m key ssd in size of 2230/2242/2260/2280",4.1,134,200,24.98,34.99,0,no,1
"bose headphones 700, noise cancelling bluetooth over-ear wireless headphones with built-in microphone for clear calls and alexa voice control, black",4.5,36499,50,69.95,69.95,0,no,0
"brady authentic (m5c-1500-595-wt-bk) all-weather vinyl labels 1.5 in w x 25ft black on white. for use with bmp51, m510, and m511 label printers.",4.4,17,100,80.05,80.05,0,no,1
dell 7050 mini tower desktop intel i7-7700 up to 4.20ghz 32gb ddr4 new 1tb nvme ssd + 2tb hdd usb wi-fi bt wireless keyboard and mouse win 11 pro (renewed),3.9,260,50,269.99,269.99,0,no,0
"fujifilm instax mini 99 instant camera vintage black. + value pack (40 sheets) shutter accessories bundle, includes style compatible carrying case, black photo album 64 pockets",4.3,25,100,269.95,269.95,0,no,1
"simple houseware mesh laptop stand with 11-levels adjustable ventilated computer holder, black",4.7,5205,300,16.87,16.87,0,no,1
"arkon mounts - camera wall mount robust aluminum construction easy installation precision adjustments to capture any angle great security camera mount for cctv cameras, camcorders, and more",4.6,1138,100,31.05,49.95,0,no,1
"kodak 10.1 inch wifi digital picture frame,1280x800 hd ips touch screen, electronic smart photo frame with 32 gb memory, auto-rotate, instantly share photos/videos anywhere",4.1,266,200,85.99,85.99,1,>=10$,1
"acer 2-pack laptop privacy screen - for laptop 15.6 inch 16:9, magnetic & removable privacy filter shield, anti-glare screen protector, dual-sided monitor shield, for hp, dell and other major brands",4.5,343,200,59.99,59.99,1,>=25%,1
"energizer alkaline power aaa batteries, 32 count, long-lasting triple a batteries, suitable for everyday electronics and emergency gear",4.8,43233,90000,15.15,17.99,1,no,1
humminbird lakemaster premium minnesota v1 map sd card for fish finders,4.6,66,100,157.11,199.99,0,no,1
nikon z f with special edition prime lens | full-frame mirrorless stills/video camera with fast 40mm f/2 lens | nikon usa model,4.8,120,200,69.95,2239.95,0,no,1
"gigabyte radeon rx 9060 xt gaming oc 16g graphics card - 16gb gddr6, 128bit, pci-e 5.0, 3320 mhz core clock, 2 x displayport, 1 x hdmi, gv-r9060xtgaming oc-16gd",4.5,122,50,69.95,69.95,0,no,0
fujifilm x-t5 mirrorless digital camera xf16-50mmf2.8-4.8 r lm wr lens kit - silver,4.5,2,200,69.95,69.95,0,no,1
"asus proart display 32” 4k hdr qd-oled professional monitor (pa32ucdm) - uhd, ultra-slim, 240hz, 0.1ms, auto calibration, dolby vision, 99% dci-p3, δe<1, thunderbolt 4, calman ready, 3 yr warranty",2.0,2,50,69.95,69.95,0,no,1
blackmagic design davinci resolve speed editor bundle with davinci resolve 18 studio (activation card),4.6,608,50,475.0,475.0,0,no,1
nikon z teleconverter tc-1.4x for 1.4x magnification of compatible nikon z mirrorless lenses and nikon z cameras,4.6,104,50,69.95,69.95,0,no,0
asurion 4 year home improvement protection plan ($600 - $699.99),4.4,613,200,69.95,69.95,0,no,0
"bagsmart 13-14 inch laptop case with handle, puffy padded laptop bag sleeve for women, portable macbook air/pro case compatible with dell, hp, lenovo, asus, acer, huawei computer, beige",4.6,1075,300,24.99,24.99,0,no,1
"sony wi-xb400 headphones wireless neck-band calls/music usb, w128298864 (neck-band calls/music usb type-c bluetooth black)",4.0,4436,100,44.99,48.62,0,no,1
"sandisk 32gb ultra sdhc uhs-i class 10 camera card 120mb/s u1, full hd, sd. c10 sdsdun4-032g (10 pack) bundle with (1) goram usb 3.0 reader (32gb)",4.9,39,100,69.95,69.95,0,no,0
asurion 2 year outdoor furniture protection plan ($150 - $174.99),3.6,18,200,69.95,69.95,0,no,0
walker's shooting ear & hearing protection sport electronic bluetooth rechargeable atacs wireless earbuds,3.6,76,50,124.99,124.99,1,no,1
"mounting dream long arm tv wall mount for most 42-90 inch tv, 40 inch extension tv mount swivel and tilt, full motion mount fits max vesa 800x400mm, 150 lbs. loading, 16”,18”, 24” studs",4.8,1914,500,129.99,149.99,1,no,0
"trx training 6 month on-demand membership - unlimited access to expert-led workouts, personalized programs, strength, cardio & recovery - train anytime",4.7,8,200,49.95,49.95,1,no,1
"duracell coppertop 9v battery, 6 count (pack of 1), 9 volt battery with long-lasting power, all-purpose alkaline 9v battery for household and office devices",4.8,5242,20000,25.47,25.47,1,no,1
"energizer max aa batteries (16 pack), double a alkaline batteries",4.8,180,1000,13.99,16.61,1,no,1
lume cube rgb tube light mini for photo & video | rgbww full color tube light | bluetooth app controlled | millions of colors | aluminum durable design | 97+ cri,4.9,29,200,169.99,169.99,1,no,1
asurion 3 year luggage protection plan ($200 - $249.99),4.6,83,200,69.95,69.95,0,no,0
"ugreen 20gbps m.2 nvme sata ssd enclosure, 8tb usb c external nvme m.2 enclosure compatible with usb 3.2 gen2*2 support uasp trim for m/b+m key ssd in size of 2230/2242/2260/2280",4.1,134,200,24.98,34.99,0,no,1
"bose headphones 700, noise cancelling bluetooth over-ear wireless headphones with built-in microphone for clear calls and alexa voice control, black",4.5,36499,50,69.95,69.95,0,no,0
"brady authentic (m5c-1500-595-wt-bk) all-weather vinyl labels 1.5 in w x 25ft black on white. for use with bmp51, m510, and m511 label printers.",4.4,17,100,80.05,80.05,0,no,1
dell 7050 mini tower desktop intel i7-7700 up to 4.20ghz 32gb ddr4 new 1tb nvme ssd + 2tb hdd usb wi-fi bt wireless keyboard and mouse win 11 pro (renewed),3.9,260,50,269.99,269.99,0,no,0
"fujifilm instax mini 99 instant camera vintage black. + value pack (40 sheets) shutter accessories bundle, includes style compatible carrying case, black photo album 64 pockets",4.3,25,100,269.95,269.95,0,no,1
"simple houseware mesh laptop stand with 11-levels adjustable ventilated computer holder, black",4.7,5205,300,16.87,16.87,0,no,1
"arkon mounts - camera wall mount robust aluminum construction easy installation precision adjustments to capture any angle great security camera mount for cctv cameras, camcorders, and more",4.6,1138,100,31.05,49.95,0,no,1
humminbird lakemaster premium minnesota v1 map sd card for fish finders,4.6,66,100,157.11,199.99,0,no,1
nikon z f with special edition prime lens | full-frame mirrorless stills/video camera with fast 40mm f/2 lens | nikon usa model,4.8,120,200,69.95,2239.95,0,no,1
"gigabyte radeon rx 9060 xt gaming oc 16g graphics card - 16gb gddr6, 128bit, pci-e 5.0, 3320 mhz core clock, 2 x displayport, 1 x hdmi, gv-r9060xtgaming oc-16gd",4.5,122,50,69.95,69.95,0,no,0
fujifilm x-t5 mirrorless digital camera xf16-50mmf2.8-4.8 r lm wr lens kit - silver,4.5,2,200,69.95,69.95,0,no,1
walker's shooting ear & hearing protection sport electronic bluetooth rechargeable atacs wireless earbuds,3.6,76,50,124.99,124.99,1,no,1
"kodak 10.1 inch wifi digital picture frame,1280x800 hd ips touch screen, electronic smart photo frame with 32 gb memory, auto-rotate, instantly share photos/videos anywhere",4.1,266,200,85.99,85.99,1,>=10$,1
"energizer alkaline power aaa batteries, 32 count, long-lasting triple a batteries, suitable for everyday electronics and emergency gear",4.8,43233,90000,15.15,17.99,1,no,1
"asus proart display 32” 4k hdr qd-oled professional monitor (pa32ucdm) - uhd, ultra-slim, 240hz, 0.1ms, auto calibration, dolby vision, 99% dci-p3, δe<1, thunderbolt 4, calman ready, 3 yr warranty",2.0,2,50,69.95,69.95,0,no,1
blackmagic design davinci resolve speed editor bundle with davinci resolve 18 studio (activation card),4.6,608,50,475.0,475.0,0,no,1
nikon z teleconverter tc-1.4x for 1.4x magnification of compatible nikon z mirrorless lenses and nikon z cameras,4.6,104,50,69.95,69.95,0,no,0
asurion 4 year home improvement protection plan ($600 - $699.99),4.4,613,200,69.95,69.95,0,no,0
"bagsmart 13-14 inch laptop case with handle, puffy padded laptop bag sleeve for women, portable macbook air/pro case compatible with dell, hp, lenovo, asus, acer, huawei computer, beige",4.6,1075,300,24.99,24.99,0,no,1
"sony wi-xb400 headphones wireless neck-band calls/music usb, w128298864 (neck-band calls/music usb type-c bluetooth black)",4.0,4436,100,44.99,48.62,0,no,1
"sandisk 32gb ultra sdhc uhs-i class 10 camera card 120mb/s u1, full hd, sd. c10 sdsdun4-032g (10 pack) bundle with (1) goram usb 3.0 reader (32gb)",4.9,39,100,69.95,69.95,0,no,0
asurion 2 year outdoor furniture protection plan ($150 - $174.99),3.6,18,200,69.95,69.95,0,no,0
"apple 2024 macbook air with m3 chip, 13-inch, 16gb ram, 256gb ssd midnight qwerty english (renewed)",4.6,28,200,69.95,69.95,0,no,0
feelworld fw568 6 inch dslr camera field monitor with waveform luts video peaking focus assist 1920x1080 ips 4k hdmi professional video accessories,4.3,2796,100,119.99,119.99,0,no,1
asurion 2 year toy accident protection plan ($500 - $599.99),4.0,132,200,69.95,69.95,0,no,0
"canon megatank gx1020 all-in-one wireless supertank [megatank] printer | print, copy and scan| mobile printing |2.7"" lcd color touchscreen | auto duplex printing",4.1,358,50,284.0,356.99,0,no,1
"mounting dream long arm tv wall mount for most 42-90 inch tv, 40 inch extension tv mount swivel and tilt, full motion mount fits max vesa 800x400mm, 150 lbs. loading, 16”,18”, 24” studs",4.8,1914,500,129.99,149.99,1,no,0
"trx training 6 month on-demand membership - unlimited access to expert-led workouts, personalized programs, strength, cardio & recovery - train anytime",4.7,8,200,49.95,49.95,1,no,1
"belkin magsafe-compatible charger, 3-in-1 wireless charging station, qi2-certified 15w wireless charge for apple iphone 16 series, apple watch, airpods w/non-slip base, 40w included - black",4.4,3541,1000,119.99,119.99,1,<25%,1
asurion 3 year luggage protection plan ($200 - $249.99),4.6,83,200,69.95,69.95,0,no,0
"ugreen 20gbps m.2 nvme sata ssd enclosure, 8tb usb c external nvme m.2 enclosure compatible with usb 3.2 gen2*2 support uasp trim for m/b+m key ssd in size of 2230/2242/2260/2280",4.1,134,200,24.98,34.99,0,no,1
"bose headphones 700, noise cancelling bluetooth over-ear wireless headphones with built-in microphone for clear calls and alexa voice control, black",4.5,36499,50,69.95,69.95,0,no,0
"brady authentic (m5c-1500-595-wt-bk) all-weather vinyl labels 1.5 in w x 25ft black on white. for use with bmp51, m510, and m511 label printers.",4.4,17,100,80.05,80.05,0,no,1
dell 7050 mini tower desktop intel i7-7700 up to 4.20ghz 32gb ddr4 new 1tb nvme ssd + 2tb hdd usb wi-fi bt wireless keyboard and mouse win 11 pro (renewed),3.9,260,50,269.99,269.99,0,no,0
"fujifilm instax mini 99 instant camera vintage black. + value pack (40 sheets) shutter accessories bundle, includes style compatible carrying case, black photo album 64 pockets",4.3,25,100,269.95,269.95,0,no,1
"simple houseware mesh laptop stand with 11-levels adjustable ventilated computer holder, black",4.7,5205,300,16.87,16.87,0,no,1
"arkon mounts - camera wall mount robust aluminum construction easy installation precision adjustments to capture any angle great security camera mount for cctv cameras, camcorders, and more",4.6,1138,100,31.05,49.95,0,no,1
humminbird lakemaster premium minnesota v1 map sd card for fish finders,4.6,66,100,157.11,199.99,0,no,1
nikon z f with special edition prime lens | full-frame mirrorless stills/video camera with fast 40mm f/2 lens | nikon usa model,4.8,120,200,69.95,2239.95,0,no,1
"gigabyte radeon rx 9060 xt gaming oc 16g graphics card - 16gb gddr6, 128bit, pci-e 5.0, 3320 mhz core clock, 2 x displayport, 1 x hdmi, gv-r9060xtgaming oc-16gd",4.5,122,50,69.95,69.95,0,no,0
fujifilm x-t5 mirrorless digital camera xf16-50mmf2.8-4.8 r lm wr lens kit - silver,4.5,2,200,69.95,69.95,0,no,1
"asus proart display 32” 4k hdr qd-oled professional monitor (pa32ucdm) - uhd, ultra-slim, 240hz, 0.1ms, auto calibration, dolby vision, 99% dci-p3, δe<1, thunderbolt 4, calman ready, 3 yr warranty",2.0,2,50,69.95,69.95,0,no,1
blackmagic design davinci resolve speed editor bundle with davinci resolve 18 studio (activation card),4.6,608,50,475.0,475.0,0,no,1
nikon z teleconverter tc-1.4x for 1.4x magnification of compatible nikon z mirrorless lenses and nikon z cameras,4.6,104,50,69.95,69.95,0,no,0
asurion 4 year home improvement protection plan ($600 - $699.99),4.4,613,200,69.95,69.95,0,no,0
"bagsmart 13-14 inch laptop case with handle, puffy padded laptop bag sleeve for women, portable macbook air/pro case compatible with dell, hp, lenovo, asus, acer, huawei computer, beige",4.6,1075,300,24.99,24.99,0,no,1
"sony wi-xb400 headphones wireless neck-band calls/music usb, w128298864 (neck-band calls/music usb type-c bluetooth black)",4.0,4436,100,44.99,48.62,0,no,1
"sandisk 32gb ultra sdhc uhs-i class 10 camera card 120mb/s u1, full hd, sd. c10 sdsdun4-032g (10 pack) bundle with (1) goram usb 3.0 reader (32gb)",4.9,39,100,69.95,69.95,0,no,0
asurion 2 year outdoor furniture protection plan ($150 - $174.99),3.6,18,200,69.95,69.95,0,no,0
"apple 2024 macbook air with m3 chip, 13-inch, 16gb ram, 256gb ssd midnight qwerty english (renewed)",4.6,28,200,69.95,69.95,0,no,0
feelworld fw568 6 inch dslr camera field monitor with waveform luts video peaking focus assist 1920x1080 ips 4k hdmi professional video accessories,4.3,2796,100,119.99,119.99,0,no,1
asurion 2 year toy accident protection plan ($500 - $599.99),4.0,132,200,69.95,69.95,0,no,0
"canon megatank gx1020 all-in-one wireless supertank [megatank] printer | print, copy and scan| mobile printing |2.7"" lcd color touchscreen | auto duplex printing",4.1,358,50,284.0,356.99,0,no,1
"kodak 10.1 inch wifi digital picture frame,1280x800 hd ips touch screen, electronic smart photo frame with 32 gb memory, auto-rotate, instantly share photos/videos anywhere",4.1,266,200,85.99,85.99,1,>=10$,1
"energizer max aa batteries (16 pack), double a alkaline batteries",4.8,180,1000,13.99,16.61,1,no,1
"trx training 6 month on-demand membership - unlimited access to expert-led workouts, personalized programs, strength, cardio & recovery - train anytime",4.7,8,200,49.95,49.95,1,no,1
"ugreen 10gbps usb to usb c adapter 2pack, usb c female to usb 3.0 male adapter type charger connector for iphone 16 15 14 13,airpods,ipad air mini 6 7,carplay,black",4.5,1671,500,6.49,8.99,0,no,1
sony wf-1000xm5 truly wireless noise canceling earbuds (black),4.1,498,50,213.0,213.0,0,no,1
"epson labelworks standard lk (replaces lc) tape cartridge ~1/2"" black on white (lk-4wbn) - for use with labelworks lw-300, lw-400, lw-600p and lw-700 label printers",4.6,801,300,13.96,14.99,0,no,1
"vivo magnetic 13 to 34 inch monitor mount for steel surfaces, holds up to 17.6 lbs on surfaces over 1.5mm thick, black, mount-mag01",4.9,26,100,39.99,39.99,0,no,1
"logitech g astro a30 lightspeed wireless gaming headset - bluetooth, dolby atmos/3d audio compatible, detachable boom, 27hr battery, for xbox, nintendo switch, pc, android",3.8,1186,100,69.95,69.95,0,no,0
asurion 3 year luggage protection plan ($200 - $249.99),4.6,83,200,69.95,69.95,0,no,0
"ugreen 20gbps m.2 nvme sata ssd enclosure, 8tb usb c external nvme m.2 enclosure compatible with usb 3.2 gen2*2 support uasp trim for m/b+m key ssd in size of 2230/2242/2260/2280",4.1,134,200,24.98,34.99,0,no,1
"bose headphones 700, noise cancelling bluetooth over-ear wireless headphones with built-in microphone for clear calls and alexa voice control, black",4.5,36499,50,69.95,69.95,0,no,0
"brady authentic (m5c-1500-595-wt-bk) all-weather vinyl labels 1.5 in w x 25ft black on white. for use with bmp51, m510, and m511 label printers.",4.4,17,100,80.05,80.05,0,no,1
dell 7050 mini tower desktop intel i7-7700 up to 4.20ghz 32gb ddr4 new 1tb nvme ssd + 2tb hdd usb wi-fi bt wireless keyboard and mouse win 11 pro (renewed),3.9,260,50,269.99,269.99,0,no,0
"fujifilm instax mini 99 instant camera vintage black. + value pack (40 sheets) shutter accessories bundle, includes style compatible carrying case, black photo album 64 pockets",4.3,25,100,269.95,269.95,0,no,1
"simple houseware mesh laptop stand with 11-levels adjustable ventilated computer holder, black",4.7,5205,300,16.87,16.87,0,no,1
"duracell coppertop 9v battery, 6 count (pack of 1), 9 volt battery with long-lasting power, all-purpose alkaline 9v battery for household and office devices",4.8,5242,20000,25.47,25.47,1,no,1
"energizer alkaline power aaa batteries, 32 count, long-lasting triple a batteries, suitable for everyday electronics and emergency gear",4.8,43233,90000,15.15,17.99,1,no,1
walker's shooting ear & hearing protection sport electronic bluetooth rechargeable atacs wireless earbuds,3.6,76,50,124.99,124.99,1,no,1
"arkon mounts - camera wall mount robust aluminum construction easy installation precision adjustments to capture any angle great security camera mount for cctv cameras, camcorders, and more",4.6,1138,100,31.05,49.95,0,no,1
humminbird lakemaster premium minnesota v1 map sd card for fish finders,4.6,66,100,157.11,199.99,0,no,1
nikon z f with special edition prime lens | full-frame mirrorless stills/video camera with fast 40mm f/2 lens | nikon usa model,4.8,120,200,69.95,2239.95,0,no,1
"gigabyte radeon rx 9060 xt gaming oc 16g graphics card - 16gb gddr6, 128bit, pci-e 5.0, 3320 mhz core clock, 2 x displayport, 1 x hdmi, gv-r9060xtgaming oc-16gd",4.5,122,50,69.95,69.95,0,no,0
fujifilm x-t5 mirrorless digital camera xf16-50mmf2.8-4.8 r lm wr lens kit - silver,4.5,2,200,69.95,69.95,0,no,1
"asus proart display 32” 4k hdr qd-oled professional monitor (pa32ucdm) - uhd, ultra-slim, 240hz, 0.1ms, auto calibration, dolby vision, 99% dci-p3, δe<1, thunderbolt 4, calman ready, 3 yr warranty",2.0,2,50,69.95,69.95,0,no,1
blackmagic design davinci resolve speed editor bundle with davinci resolve 18 studio (activation card),4.6,608,50,475.0,475.0,0,no,1
nikon z teleconverter tc-1.4x for 1.4x magnification of compatible nikon z mirrorless lenses and nikon z cameras,4.6,104,50,69.95,69.95,0,no,0
asurion 4 year home improvement protection plan ($600 - $699.99),4.4,613,200,69.95,69.95,0,no,0
"bagsmart 13-14 inch laptop case with handle, puffy padded laptop bag sleeve for women, portable macbook air/pro case compatible with dell, hp, lenovo, asus, acer, huawei computer, beige",4.6,1075,300,24.99,24.99,0,no,1
"sony wi-xb400 headphones wireless neck-band calls/music usb, w128298864 (neck-band calls/music usb type-c bluetooth black)",4.0,4436,100,44.99,48.62,0,no,1
"sandisk 32gb ultra sdhc uhs-i class 10 camera card 120mb/s u1, full hd, sd. c10 sdsdun4-032g (10 pack) bundle with (1) goram usb 3.0 reader (32gb)",4.9,39,100,69.95,69.95,0,no,0
"kodak 10.1 inch wifi digital picture frame with 32gb storage, electronic smart digital photo frame 1280x800 ips touch screen, auto-rotate, share moments instantly gifts for women mothers day christmas",4.3,814,100,59.99,59.99,1,no,1
"acer 2-pack laptop privacy screen - for laptop 15.6 inch 16:9, magnetic & removable privacy filter shield, anti-glare screen protector, dual-sided monitor shield, for hp, dell and other major brands",4.5,343,200,59.99,59.99,1,>=25%,1
"belkin magsafe-compatible charger, 3-in-1 wireless charging station, qi2-certified 15w wireless charge for apple iphone 16 series, apple watch, airpods w/non-slip base, 40w included - black",4.4,3541,1000,119.99,119.99,1,<25%,1
"duracell coppertop 9v battery, 6 count (pack of 1), 9 volt battery with long-lasting power, all-purpose alkaline 9v battery for household and office devices",4.8,5242,20000,25.47,25.47,1,no,1
"energizer max aa batteries (16 pack), double a alkaline batteries",4.8,180,1000,13.99,16.61,1,no,1
